iter	Logloss
0	0.5851990745
1	0.5199741478
2	0.4714976861
3	0.4177296851
4	0.3919754853
5	0.3407453332
6	0.3263193815
7	0.31115878
8	0.2962305332
9	0.2853336827
10	0.2752726932
11	0.2672672758
12	0.2614050425
13	0.2533979067
14	0.2473676869
15	0.2423491239
16	0.2350067585
17	0.2303083166
18	0.2239940017
19	0.219084936
20	0.2146709901
21	0.2075608407
22	0.2020178218
23	0.1976408769
24	0.1946275385
25	0.1882886985
26	0.185761619
27	0.1817751735
28	0.1795079855
29	0.1756247993
30	0.169499613
31	0.1668643491
32	0.1628209405
33	0.1598852777
34	0.1569605173
35	0.1538220434
36	0.1518396952
37	0.1478868506
38	0.1455197265
39	0.1432998205
40	0.1404268367
41	0.1375471686
42	0.1341756062
43	0.1320671073
44	0.1289445814
45	0.1256199729
46	0.1238666518
47	0.1209873723
48	0.1182234919
49	0.1151399626
50	0.1127432005
51	0.1109262479
52	0.1090068729
53	0.1059471618
54	0.1034613092
55	0.1015244366
56	0.09895103042
57	0.09758306522
58	0.09677973149
59	0.09459205261
60	0.09258950364
61	0.09132575915
62	0.09014885356
63	0.08804100878
64	0.08706111385
65	0.08527462932
66	0.08409978238
67	0.08146760138
68	0.07976377948
69	0.07791985547
70	0.07769082481
71	0.07536299939
72	0.07403076964
73	0.07240825716
74	0.07223050417
75	0.07103965598
76	0.06954397094
77	0.06802715051
78	0.06724534716
79	0.0665340511
80	0.06628533836
81	0.06394676787
82	0.06223801762
83	0.06168843258
84	0.06086231695
85	0.0592483716
86	0.05860331991
87	0.05747784931
88	0.05665345355
89	0.05533696929
90	0.05521149576
91	0.0546830817
92	0.05378764387
93	0.05312197909
94	0.05202900894
95	0.05194164739
96	0.05149244946
97	0.05090042829
98	0.04992749143
99	0.04906332231
100	0.0481729542
101	0.04750804274
102	0.04665515378
103	0.0465595117
104	0.04631190734
105	0.04553351654
106	0.04549848451
107	0.04489522
108	0.04454054373
109	0.04354209855
110	0.04275483873
111	0.0419514814
112	0.04157683904
113	0.04091153189
114	0.04061885625
115	0.04001549998
116	0.0392597697
117	0.03853768295
118	0.03823136612
119	0.03750644071
120	0.0372351753
121	0.03706427124
122	0.03639417287
123	0.03595783192
124	0.0355855807
125	0.03508679378
126	0.03435167299
127	0.03428797979
128	0.03388113349
129	0.03344291609
130	0.03325798867
131	0.03269330621
132	0.03225221994
133	0.03170655628
134	0.03114359887
135	0.03091269773
136	0.03069976047
137	0.0304927591
138	0.03016974931
139	0.02962150702
140	0.02906373692
141	0.02862692862
142	0.02812484713
143	0.02776616982
144	0.02735844443
145	0.02711419719
146	0.02689458351
147	0.02632558153
148	0.02596488423
149	0.02580585095
150	0.02539137387
151	0.02516844623
152	0.02480514533
153	0.02432365047
154	0.02400192612
155	0.02369000912
156	0.02348791324
157	0.02328691991
158	0.02306977301
159	0.0226808665
160	0.0223334078
161	0.02182140642
162	0.02159471028
163	0.02147175441
164	0.02122893324
165	0.02077666978
166	0.02061475394
167	0.02054929289
168	0.02037070153
169	0.02002739195
170	0.01976655245
171	0.01956047336
172	0.01932086007
173	0.01921771417
174	0.01881938188
175	0.01877525647
176	0.01862407333
177	0.01854269959
178	0.01826986501
179	0.018073706
180	0.01792972863
181	0.01762338687
182	0.01734273606
183	0.01718488692
184	0.01703101824
185	0.01696808743
186	0.01668104676
187	0.01656197203
188	0.0164480819
189	0.01641013247
190	0.01622062529
191	0.01607920057
192	0.01589926637
193	0.01579300311
194	0.0157106863
195	0.0154844869
196	0.0153689883
197	0.01517931507
198	0.01514529604
199	0.01499052675
